,Name,Link to spotify
0,Aventura_-_Inmortal_63344653.mp3,https://open.spotify.com/track/5L6ZWST6w8FaGaP8UuzeqC
1,Billie_Eilish_-_Ocean_Eyes_47841905.mp3,https://open.spotify.com/track/7AYLIIZSFVCUaUaWRUisfP
2,Billie_Eilish_Rosala_-_Lo_Vas_A_Olvidar_72402605.mp3,https://open.spotify.com/track/0psS4i5YooJrXfDnGvWRLi
3,Lady_Gaga_-_Poker_Face_47836180.mp3,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg
4,Rosala_-_Milionria_65458579.mp3,https://open.spotify.com/track/2K3bjojp1sCLdMMoO5lJ2p
5,Selena_Gomez_-_The_Heart_Wants_What_It_Wants_48274561.mp3,https://open.spotify.com/track/6wJwkMo278iWVlWl1XQ4WA
6,Selena_Gomez_Marshmello_-_Wolves_49981499.mp3,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
